id,username,post,ticker
12,Дюша Метелкин,"Дюша Метелкин, скажи лучше какие мысли. Консолидация? Вверх пойдет?Дмитрий Первый, никаких, неинтересен инструмент.",GAZP
13,Дмитрий Первый,"Дмитрий Первый, айсберги это немного другое.А это ставят в стакан на аукцион закрытияДюша Метелкин, скажи лучше какие мысли. Консолидация? Вверх пойдет?",GAZP
14,Дмитрий Первый,"Дмитрий Первый, айсберги это немного другое.А это ставят в стакан на аукцион закрытияДюша Метелкин, да знаю я) просто, когда начинаешь разбирать это тысячные пугалки, они пополняются. Это айсберг. Я наблюдал весь день. Бывают малыми лотами по 100, остальное скрыто, а бывает и так, просто, выставили миллионы, а там их под водой сотни",GAZP
15,Дюша Метелкин,"Дюша Метелкин, ну видно же не даёт расти эта гнида? Он же ставит блокирующие айсберги в стакан. Цель — не дать вверх! Я на лонге зарабатываю...Дмитрий Первый, айсберги это немного другое.А это ставят в стакан на аукцион закрытия",GAZP
16,Дмитрий Первый,"Дмитрий Первый, а вам то какая с того печаль?Дюша Метелкин, ну видно же не даёт расти эта гнида? Он же ставит блокирующие айсберги в стакан. Цель — не дать вверх! Я на лонге зарабатываю. Вот и печаль",GAZP
17,Дюша Метелкин,"Чтоб у этих тварей руки отсохли.Дмитрий Первый, а вам то какая с того печаль?",GAZP
18,Дмитрий Первый,Давит тварь поганая все ниже,GAZP
19,Дмитрий Первый,Чтоб у этих тварей руки отсохли.,GAZP
20,Дмитрий Первый,УГ только и остаётся сказать…,GAZP
21,Elmarit,"Посмотрел график Газпрома. Оказывается акция опережала индекс Моекс сразу после начала СВО и значительно. Причины понятны. Неудивительно, чт...khornickjaadle, причина одна — наплевательское, если не сказать — мошенническое, отношение к акционерам, которое сначала проявилось в кидке акционеров, а потом столь же неожиданном выбросе огромных дивидендов, который сопровождался неприкрытой инсайдерской торговлей на кануне объявления дивидендов за первое полугодие 2022 г.После такого циркаческого безобразия Газпром потерял доверие серьёзных инвесторов и закрыть дивгэп уже не получается.Конечно, возможен отскок этой компашки в результате очередной их манипуляции, но это казино, это не для инвестора, это даже не для трейдера, а скорее для авантюриста.Компания очень перспективная и крайне полезная для страны и бюджета, но не для инвестора.А новости будут, и для роста, и для падения.",GAZP
22,Ремора,"может кому то интересны рекомендации Сбера по нефтегазовому сектору РФ от 30.06.23…www.sberbank.com/common/img/uploaded/analytics/jdw/05072023_oilgas_review.pdfпо Луку, Татке, Роське рекомендация покупать.=======Газмяс продавать — цену вангуют на 145р.",GAZP
23,khornickjaadle,"Посмотрел график Газпрома. Оказывается акция опережала индекс Моекс сразу после начала СВО и значительно. Причины понятны. Неудивительно, что сейчас Газпром отстал от рынка. Причины тоже понятны. Надо ждать появления новостей для роста.",GAZP
24,stanislava,"Доразмещение в выпуске ЗО ГазК-30Д - Ренессанс КапиталCегодня (5 июля) Газпром Капитал начинает доразмещение выпуска замещающих облигаций (ЗО) в выпуске ГазК-30Д (замещает еврооблигации Газпром-30$). Это последний выпуск долларовых ЗО Газпрома, в котором ещё не проводились доразмещения.Сроки: подача заявок на внебиржевой обмен – до 13 июля (т.е. 8 рабочих дней), закрытие расчётов – до 18 июля, подтверждение владения на любую дату с 19 июня по 10 июля 2023 года.Выпуск ЗО ГазК-30Д размещался в феврале 2023 года и пока является самым большим по объёму выпуском замещающих облигаций ($1,4 млрд при коэффициенте замещения 68%).Следующими по графику выплат купонов еврооблигаций/ЗО Газпрома идут выпуски, номинированные в евро (ГазК-23Е, 28Е и 24Е-1), в которых, видимо, будут проходить следующие доразмещения.Булгаков Алексей«Ренессанс Капитал»Источник: Cbonds, Мосбиржа, Ренессанс КапиталАвто-репост. Читать в блоге>>>",GAZP
25,"Роман Лисин,(Советский Союз)","5 июля 2023, 16:50В конце июня на магистральном газопроводе «Парабель — Кузбасс» прошел комплекс огневых работ. В них приняли участие 178 работников Новокузнецкого, Алтайского, Юргинского, Кемеровского, Томского ЛПУМГ и Управления аварийно-восстановительных работ ООО «Газпром трансгаз Томск».Газовики устранили повреждения на 46-километровом участке газопровода в зоне ответственности Новокузнецкого филиала.",GAZP
26,"Роман Лисин,(Советский Союз)","Роман Лисин,(Советский Союз), может ракета?)Дмитрий Первый, Обязательно будет… но потом..)",GAZP
27,Дмитрий Первый,"5 июля 2023, 12:40ГазификацияСпециалисты «Газпром газораспределение Челябинск» подключили к газораспределительным сетям фельдшерско-акушер...Роман Лисин,(Советский Союз), может ракета?)",GAZP
28,"Роман Лисин,(Советский Союз)","5 июля 2023, 12:40ГазификацияСпециалисты «Газпром газораспределение Челябинск» подключили к газораспределительным сетям фельдшерско-акушерский пункт (ФАП) в поселке Михири Увельского муниципального района Челябинской области.",GAZP
29,stanislava,"Результаты доразмещения ЗО ГазК-28Д - Ренессанс КапиталВчера (4 июля) Газпром Капитал опубликовал результаты доразмещения выпуска замещающих облигаций (ЗО) ГазК-28Д. Доразмещение проходило 16–27 июня, расчёты должны были пройти до 30 июня. Всего было доразмещено бумаг на $62 млн или около 11% от остающихся в обращении еврооблигаций, что сходно с результатами доразмещения в выпуске ГазК-31Д, в котором начали проявляться проблемы с расчётами при поставке обмениваемых бумаг. Отметим, что Газпром Капитал пока не сообщал о результатах доразмещений в выпусках ЗО ГазК БЗО-26Д (долларовый перп) и ГазК-29Д, которые завершились в 20-х числах июня.Проведение доразмещения привело к снижению цены выпуска во второй половине июня где-то на 2 п.п. (кэш котировки соседних долларовых выпусков, где уже прошли доразмещения, повысились на 1,5 п.п.).Всего после двух размещений в выпуске 28Д (первичного и доразмещения) было обменяно менее чем 50% от объёма замещаемой бумаги. Если компания ставит целью возможно большее уменьшение объёмов еврооблигаций в обращении, ей, возможно, стоит рассмотреть целесообразность проведения обменов по «переуступке прав требований».Авто-репост. Читать в блоге>>>",GAZP
30,Дмитрий Первый,"Дмитрий Первый, те наверное что на фьюче стопы собрали…🤣Александр Власов, не вижу что то свечей на фьюче",GAZP
31,Александр Власов,"Александр Власов, что за твари такие?)Дмитрий Первый, те наверное что на фьюче стопы собрали…🤣",GAZP
32,Дмитрий Первый,"Заработал на Сбере полпроцента в понедельник, здесь за два дня потерял процент. Конченая акцулька. Зла не хватает. Маринуют твари.",GAZP
33,Nordstream,"Европе понадобится еще два года, чтобы заместить российский газ — глава итальянской EniЕвропе понадобится еще два года, чтобы заместить российский газ — глава итальянской Eni Клаудио Дескальци.tass.ru/ekonomika/18200213Авто-репост. Читать в блоге>>>",GAZP
34,Дмитрий Первый,"Люди в сургутах даже радуются, а здесь грешников что ли собрали… Снова я залез в это говно… Пять раз уже зарекался. Рубль хотел снять. Смотрю стоит падла. Не дёргали ещё. Последний растёт. Все мантры вспомнил адептов!!!",GAZP
35,Дмитрий Первый,"Дмитрий Первый, это не айсберги, просто ГП превратился в неликвидный шлак. Никто не хочет покупать бумагу, которая год в боковикеBig Ben, хз… Вроде пошло утром ходили за сбером. Сейчас то что случилось вечером?",GAZP
36,Big Ben,"Весь график в полках из за айсберговДмитрий Первый, это не айсберги, просто ГП превратился в неликвидный шлак. Никто не хочет покупать бумагу, которая год в боковике",GAZP
37,Дмитрий Первый,Весь график в полках из за айсбергов,GAZP
38,Дмитрий Первый,"Дмитрий Первый, индикаторщики играются…🤦🏻‍♂️Александр Власов, что за твари такие?)",GAZP
39,Александр Власов,"Ещё и ниже утащилиДмитрий Первый, индикаторщики играются…🤦🏻‍♂️",GAZP
40,Дмитрий Первый,Ещё и ниже утащили,GAZP
41,Дмитрий Первый,Конченые манипуляторы. Маринуют акцию специально на месте. Чтобы мозг вынести людям.,GAZP
42,Дмитрий Первый,"Это же надо так сука издеваться, утащили на 165.5 под конец сессии. Просто ппц…",GAZP
43,Ремора,"Ремора, 🤣🤣🤣Александр Власов, курс бакса на октябрь 1998г. = 16р. грубо.итого за акцию Газпрома давали 0,05 долларов.сейчас цена в долларах очень существенно выросла, есть куда падать…",GAZP
44,Александр Власов,"Ремора, какие лозунги? Я вам посчитал задачей 1 го класса … на ваше — хочу Газпром за 1 рубль как 1980…🤣 4млн цена 1к — сейчас, 3000р тогда...Александр Власов, уже считал для 1980…) для своего года сам посчитаешь? С формулой для 1 класса)🤦🏻‍♂️",GAZP
45,Александр Власов,"Александр Власов, Первым днем обращения акций «Газпрома» на СПФБ является 18 июля 1997 года.Первая сделка была заключена по цене 3 рубля 59...Ремора, 🤣🤣🤣",GAZP
46,Ремора,"Александр Власов, газпром с p/bv 0,1 ( с недооцененными дочками) и стоимостью 1.8 бакса за акцию многие говорят что это дорого…) 🤣🤣🤣🤣Александр Власов, Первым днем обращения акций «Газпрома» на СПФБ является 18 июля 1997 года.Первая сделка была заключена по цене 3 рубля 59 копеек. К октябрю 1997 года акции «Газпрома» надули первый фондовый пузырь, когда их котировки взмылись до рекордных 10 рублей 50 копеек (или почти в 3 раза за 3 месяца).Однако потом началась первая серьезная коррекция, которая превратилась в даун-тренд, продолжавшийся с октября 1997 года до октября 1998 года. На формирование столь долгого падающего тренда сказался финансовый кризис в Азии и в России в 1997-1998 годах.2 октября 1998 года был зафиксирован лой акций «Газпрома» на уровне 59 копеек за 1 акцию.То есть с хая октября 1997 года акция упала почти в 20 раз.",GAZP
47,Александр Власов,"Антон Михеев, yandex.ru/video/touch/preview/13389585858304099214?text=%D0%BF%D1%83%D1%82%D0%B8%D0%BD%20%D0%BF%D1%80%D0%BE%20%D0%B4%D0%BE%D0%...Александр Власов, газпром с p/bv 0,1 ( с недооцененными дочками) и стоимостью 1.8 бакса за акцию многие говорят что это дорого…) 🤣🤣🤣🤣",GAZP
48,Александр Власов,"Дмитрий Первый, чистое манипулирование с ценой и если 2008-2014 они ещё могли с горем пополам держать цену, то при текущей девальвации это в...Антон Михеев,yandex.ru/video/touch/preview/13389585858304099214?text=%D0%BF%D1%83%D1%82%D0%B8%D0%BD%20%D0%BF%D1%80%D0%BE%20%D0%B4%D0%BE%D0%BB%D0%BB%D0%B0%D1%80%20%D0%B8%20%D1%80%D1%83%D0%B1%D0%BB%D1%8C&path=yandex_search&parent-reqid=1688568522294689-12957368547986157362-balancer-l7leveler-kubr-yp-sas-133-BAL-3204&from_type=vastВсе о девальвации",GAZP
49,broker25,"Дмитрий Первый, чистое манипулирование с ценой и если 2008-2014 они ещё могли с горем пополам держать цену, то при текущей девальвации это в...Антон Михеев, это точно заговор против вас лично. Рептилоиды, сионисты и масоны всех мастей объединились, чтобы вы понесли убытки. Да и Украина, конечно. Которая по-вашему «устраивает провокации». Шапочку из фольги не пробовали?",GAZP
50,Андрей FTM,"Аналитический обзор по инструменту Газпромне является инвест рекомендацией⚡Аналитический обзор по инструменту ГАЗПРОМ ао⚡Среднесрочно инструмент находится в растущем тренде 📈. Текущая сила рынка по шкале от ноля до ста равна 54. Рекомендуется работа от покупок 🔼.При этом, в настоящий момент цена сформировала нисходящий канал и находится внутри него. Нижняя граница канала в данный момент находится на уровне 162.48, Верхняя граница на уровне 168.51.Учитывая локальную тенденцию, спекулятивно возможна работа в шорт 🔽 при пробое с закреплением ниже уровня 162.48, либо при отбое от верхней границы канала в районе 168.51. Среднесрочный шорт можно будет рассматривать при уходе ниже уровня 162.8, закрепление ниже данного уровня будет свидетельствовать о развороте среднесрочной тенденции вниз.Что касается покупок, то как спекулятивные, так и среднесрочные покупки лучше совершать при пробое верхней границы канала  168.51 и закреплении над ней. Пробой данного уровня будет свидетельствовать о возможном окончании коррекционного движения и возобновлении Ап тренда 📈.Авто-репост. Читать в блоге>>>",GAZP
51,Дмитрий Первый,"Дмитрий Первый, я не скальпирую при текущем уровне рынка тут неопределенность, проще 10-15% брать, чем по 1-2% прыгать.Антон Михеев, согласен, конечно! 15 лучше, чем 2",GAZP
52,Антон Михеев,"Антон Михеев, уже нет реакцииДмитрий Первый, я не скальпирую при текущем уровне рынка тут неопределенность, проще 10-15% брать, чем по 1-2% прыгать.",GAZP
53,Дмитрий Первый,"Дмитрий Первый, по четвергам украина устраивает провокации так что наврятлиАнтон Михеев, уже нет реакции",GAZP
54,Антон Михеев,"Антон Михеев, завтра)Дмитрий Первый, по четвергам украина устраивает провокации так что наврятли",GAZP
55,Дмитрий Первый,"Дмитрий Первый, к концу месяца да, числах в 20хАнтон Михеев, завтра)",GAZP
56,Антон Михеев,"Антон Михеев, поедем на 170 сегодня -завтра)Дмитрий Первый, к концу месяца да, числах в 20х",GAZP
57,Дмитрий Первый,"Дмитрий Первый, чистое манипулирование с ценой и если 2008-2014 они ещё могли с горем пополам держать цену, то при текущей девальвации это в...Антон Михеев, поедем на 170 сегодня -завтра)",GAZP
58,Антон Михеев,"Антон Михеев, газпром сильно отстаёт от всех. 166 это днище. Он один не вырос вроде. Могут спекулятивно дернуть на 180 примерно) пару ярдов ...Дмитрий Первый, чистое манипулирование с ценой и если 2008-2014 они ещё могли с горем пополам держать цену, то при текущей девальвации это выглядит на столько примитивно, что даже задумываешься чем цб вообще занимается.",GAZP
59,Дмитрий Первый,"Дмитрий Первый, по данной акции газпром (последнее время не больше 10-15 болтается по факту для такой бумаги как газпром с её капитализацией...Антон Михеев, газпром сильно отстаёт от всех. 166 это днище. Он один не вырос вроде. Могут спекулятивно дернуть на 180 примерно) пару ярдов и полетели",GAZP
60,Антон Михеев,"Антон Михеев, по мамбе?) Или по газику?))Дмитрий Первый, по данной акции газпром (последнее время не больше 10-15 болтается по факту для такой бумаги как газпром с её капитализацией это тупо маркет мейкер)",GAZP
61,Дмитрий Первый,"Дмитрий Первый, пока оборота не будет 50+ не о каком росте проворить смысла нет.Антон Михеев, по мамбе?) Или по газику?))",GAZP
62,Антон Михеев,"Антон Михеев, хочу до конца недели)Дмитрий Первый, пока оборота не будет 50+ не о каком росте проворить смысла нет.",GAZP
63,Дмитрий Первый,"Auximen, 100 лямов у меня нет :((Va1tra, найди!!!!!)))",GAZP
64,Дмитрий Первый,"Дмитрий Первый, ну 170+ это 2-3% тут скорее 190+Антон Михеев, хочу до конца недели)",GAZP
65,Va1tra,"Антон Михеев, что мешает лично вам «вкинуть 100 лямов»? Цена ходит от уровня к уровню, отработка уровня позволяет предполагать дальнейшее дв...Auximen, 100 лямов у меня нет :((",GAZP
66,Антон Михеев,"Антон Михеев, ну возможно. Сейчас вроде идёт некая консолидация. Должны на 170+ пойти. Это не 200 конечно. Есть куча других бумаг. Я вот поз...Дмитрий Первый, ну 170+ это 2-3% тут скорее 190+",GAZP
67,Дмитрий Первый,"Дмитрий Первый, прикинь максимальный отскок 10% на фоне рынка 50%+ при условии объявления мобилизации цена снижалась до 155Антон Михеев, ну возможно. Сейчас вроде идёт некая консолидация. Должны на 170+ пойти. Это не 200 конечно. Есть куча других бумаг. Я вот позавчера просчитался. Хотел спекульнуть зашёл на лоях дня. Оказалось, что это хаи вчерашнего дня))",GAZP
68,Антон Михеев,"Антон Михеев, в апреле 185+ было. Это же 160? Это +10%Дмитрий Первый, прикинь максимальный отскок 10% на фоне рынка 50%+ при условии объявления мобилизации цена снижалась до 155",GAZP
69,Дмитрий Первый,"Auximen, про какие уровни вы говорите газпром уже 9 мес на 160+- болтаетсяАнтон Михеев, в апреле 185+ было. Это же 160? Это +10%",GAZP
70,Антон Михеев,"Антон Михеев, что мешает лично вам «вкинуть 100 лямов»? Цена ходит от уровня к уровню, отработка уровня позволяет предполагать дальнейшее дв...Auximen, про какие уровни вы говорите газпром уже 9 мес на 160+- болтается",GAZP
71,Auximen,"Auximen, звучит смешно, чтобы опустить при текущем объёме цену на -0.3% достаточно вкинуть 100 лямов и по твоим словам дальше будет -10% т.е...Антон Михеев, что мешает лично вам «вкинуть 100 лямов»? Цена ходит от уровня к уровню, отработка уровня позволяет предполагать дальнейшее движение цены. Сейчас цена близка к важной поддержке, не надо спешить покупать или продавать, надо ждать отработку уровня, об этом я и написал ниже.",GAZP
72,Антон Михеев,"Антон Михеев, там поддержка, ждать и смотреть отработку, если пробивает и тестирует снизу, летит в район 155.Auximen, звучит смешно, чтобы опустить при текущем объёме цену на -0.3% достаточно вкинуть 100 лямов и по твоим словам дальше будет -10% т.е. по факту маржелкол всех лонгеров.",GAZP
73,Auximen,"Auximen, чел это -0.3% че тут ждать тоАнтон Михеев, там поддержка, ждать и смотреть отработку, если пробивает и тестирует снизу, летит в район 155.",GAZP
74,Nordstream,"Молдавия просит Газпром ускорить передачу газораспределительных сетейМолдавия проситГазпромускорить передачу газораспределительных сетей.Молдовагаз (50% у «Газпрома») должна выделить транспортную «дочку» — «Молдоватрансгаз» — в отдельную сеть и предоставитьдоступ к трубе другим поставщикам. Если «Газпром» откажется от передачи активов, для «Молдоватрансгаза» будет назначен независимый оператор.1prime.ru/state_regulation/20230705/841009145.htmlАвто-репост. Читать в блоге>>>",GAZP
75,Тазик Огурцов,"Антон Михеев, так у него и стоит задача загнать лохов в Татнефть, чтобы разгрузиться о нихBrent Goldman, да, ремора на форуме Татки уже на говно изошел, но не получается двинуть цену, теперь и здесь флуд разводит в надежде закрыться об хомяков, которых удастся заманить. На зп брока ремора сидит, имхо",GAZP
76,Антон Михеев,"а если перевести цену денег 2023 в цену 2010 года, то счас газпром торгуется по цене 48 рублей",GAZP
77,Антон Михеев,"Антон Михеев, почему у моей?… там 35% акций + золотая у правительства Татарстана. они своих не обижают. дивы на пополнение бюджета качают от...Ремора, мы живём в мире где экстраполяция и инерционность нечего не значит, и не кто не обещает что завтра ваша татка не будет стоит снова 300",GAZP
78,Ремора,"Ремора, если у газпрома не будет прибыли, то государство у твоей татки так же изымет её для финансирования бюджета.Антон Михеев, почему у моей?… там 35% акций + золотая у правительства Татарстана. они своих не обижают. дивы на пополнение бюджета качают от 50 до 98% от прибыли. Помогают развиваться. Российский бюджет там имеет опосредованное значение..========у Газпрома прибыли не будет, но это не значит что налоги Государство свои не получит...у Госов все рассчитано, они в прошлом году увеличили налоговую нагрузку на Газпром на размер дивидендов… теперь будут получать налоги до 2025г. за счет акционеров Газмяса… :)плохо когда не в курсе событий и пытаешься собрать шерсть с уже заранее остриженной овцы.",GAZP
79,Антон Михеев,"Антон Михеев, Татке было на чем расти… :)поглотили российский шинный бизнес Нокии. увеличили на 70% сеть АЗС, причем Турецких… будут нефть...Ремора, если у газпрома не будет прибыли, то государство у твоей татки так же изымет её для финансирования бюджета.",GAZP
80,Ремора,"Ремора, татнефть твоя выросла н 70% за 3 месяча а прежде так же болталась с 0 объёмом торгов в феврале по 315 и её не кто не покупал.Антон Михеев, Татке было на чем расти… :)поглотили российский шинный бизнес Нокии. увеличили на 70% сеть АЗС, причем Турецких… будут нефть качать — перерабатывать и в Турцию гнать за валюту продавать конечный продукт.ну и дивы 3 раза в год платят, более 10% получится только в 2 выплатах — июль и октябрь.=======в Газмясе див не жди года два как минимум. тут все в инвестку.премиальный рынок ЕС сужается… остались трубы в Турцию и через Украину. остальное встало. ЕС поставки рубить будет ежегодно, а Китай не закроет выпадающие доходы.",GAZP
81,stanislava,"Выход транзита газа через Украину на максимум умеренно позитивен для Газпрома - Мир инвестицийТранзит газа через Украину вышел на максимум, позитивноПоставки Газпрома через Украину сегодня составят 42.4 млн куб. м / сутки, сообщает Интерфакс, ссылаясь на данные Оператора ГТС Украины по транзитной заявке компании на вторник. Это максимально технически возможный уровень с учетом ограничений, введенных обеими сторонами.Объемы экспорта Газпрома в Европу понемногу улучшаются — вероятно, благодаря росту цен на газ за последний месяц. Впрочем, в этом году поставки газа компании за рубеж почти наверняка будут на рекордно низком уровне за последние десятилетия, поэтому наша рекомендация по акциям компании по-прежнему «ДЕРЖАТЬ».Вероятная причина — рост европейских цен на газ. За первые 5 месяцев 2023 г. газ в Европе подешевел на 80% — с более $1500/тыс. куб. м в середине декабря до $265/тыс. куб. м на 1 июня — и поставки Газпрома оказались под давлением. Как правило, цены экспортных контрактов компании отстают от рыночных по времени на 1-7 месяцев, то есть в период падения цен ее газ дороже спота, и покупатели, по возможности, выбирают объемы на спотовом рынке.Авто-репост. Читать в блоге>>>",GAZP
82,Brent Goldman,"Ремора, татнефть твоя выросла н 70% за 3 месяча а прежде так же болталась с 0 объёмом торгов в феврале по 315 и её не кто не покупал.Антон Михеев, так у него и стоит задача загнать лохов в Татнефть, чтобы разгрузиться о них",GAZP
83,Антон Михеев,"Респект Мишкам. Дали закупиться, ну все респект и уважуха. на долго теперь я акционер Газпрома. Лет на 20💪Bay, в октябре продашь перед див гепом",GAZP
84,Антон Михеев,"Антон Михеев, а если див не будет в октябре?… :)я подскажу тебе где будут дивы в октябре — у Татнефти за 1 полугодие 2023г. и 11.07 там же...Ремора, татнефть твоя выросла н 70% за 3 месяча а прежде так же болталась с 0 объёмом торгов в феврале по 315 и её не кто не покупал.",GAZP
85,Антон Михеев,"Антон Михеев, а если див не будет в октябре?… :)я подскажу тебе где будут дивы в октябре — у Татнефти за 1 полугодие 2023г. и 11.07 там же...Ремора, будут",GAZP
86,Ремора,"Ремора, у любой перспективы свой маржинальный потолок, дальше нужно другие активы использовать+ диверсификация это заканчивается перекуплено...Антон Михеев, а если див не будет в октябре?… :)я подскажу тебе где будут дивы в октябре — у Татнефти за 1 полугодие 2023г. и 11.07 там же отсечка на дивы = 27,71р (5,5% за 4 кв. 2022г.)",GAZP
87,Siphon&Beard moex garbage fund,"Газпром - выгодное соотношение риск/профитдо исторического минимума (февраль 2022) всего 10%, а перспективы среднесрок вплоть до +200% неплохое соотношение риск-профит, имхоАвто-репост. Читать в блоге>>>",GAZP
88,Brent Goldman,"Auximen, чел это -0.3% че тут ждать тоАнтон Михеев, вполне возможно с этого уровня он ждет ракету на 166",GAZP
89,Антон Михеев,"По идее надо ждать 164,50 — 165.Auximen, чел это -0.3% че тут ждать то",GAZP
90,Auximen,"По идее надо ждать 164,50 — 165.",GAZP
91,Антон Михеев,"Антон Михеев, а кто будет покупать?.. :) когда трейдеры не видят перспектив они уходят с покупками туда где эти перспективы есть.ну и если ...Ремора, у любой перспективы свой маржинальный потолок, дальше нужно другие активы использовать+ диверсификация это заканчивается перекупленостью какой то бумаги, у газпрома на текущих уровнях от 25 мая и цены 160-190 её нет. Гоняют туда сюда маркет мейкеры это их работа. Толпа сидит на 200+ и ждём дивы в октябре.п.с. ну какие ошибки, акции то в любом случае останутся.(темболее до конца прогноза 2 недели).",GAZP
